accession	local_path	md5	size_bytes	source_url	status
O95782	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95782.pdb	01488a69f3a81cf1e8b4bb7931758770	622484	https://alphafold.ebi.ac.uk/files/AF-O95782-F1-model_v6.pdb	skipped
O95807	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95807.pdb	e3d2c2a7c52d894b895b353b05a24ef8	104651	https://alphafold.ebi.ac.uk/files/AF-O95807-F1-model_v6.pdb	skipped
O95810	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95810.pdb	a72c1153c41b96ee77a286f8f2edb392	274346	https://alphafold.ebi.ac.uk/files/AF-O95810-F1-model_v6.pdb	skipped
O95817	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95817.pdb	9b90871fb62baa7f322aa75b4a6f9eb1	358910	https://alphafold.ebi.ac.uk/files/AF-O95817-F1-model_v6.pdb	skipped
O95831	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95831.pdb	d2603458ce828ce9802d1e5202579efb	389285	https://alphafold.ebi.ac.uk/files/AF-O95831-F1-model_v6.pdb	skipped
O95848	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95848.pdb	c1a44cdb165ea78ff28c4cb6ebf1eb52	143045	https://alphafold.ebi.ac.uk/files/AF-O95848-F1-model_v6.pdb	skipped
O95859	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95859.pdb	24ffe5d61e0ce2a51aa9b58524152f1e	206387	https://alphafold.ebi.ac.uk/files/AF-O95859-F1-model_v6.pdb	skipped
O95865	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95865.pdb	7d26447184c411a3aad9b1a91201ef4b	174473	https://alphafold.ebi.ac.uk/files/AF-O95865-F1-model_v6.pdb	skipped
O95870	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95870.pdb	8ace27ceb287c81f9f110a593a9ea085	368711	https://alphafold.ebi.ac.uk/files/AF-O95870-F1-model_v6.pdb	skipped
O95931	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95931.pdb	066776ea10418dbd76cf7236eeb27e92	167750	https://alphafold.ebi.ac.uk/files/AF-O95931-F1-model_v6.pdb	skipped
O95926	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95926.pdb	59472a9dac3423b4ae5f62794082daaa	169370	https://alphafold.ebi.ac.uk/files/AF-O95926-F1-model_v6.pdb	skipped
O95967	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95967.pdb	c40bbaedab75c700929a6abf09ade7b0	285119	https://alphafold.ebi.ac.uk/files/AF-O95967-F1-model_v6.pdb	skipped
O95980	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95980.pdb	2668d01c52e7463b0291ba897a95a576	608390	https://alphafold.ebi.ac.uk/files/AF-O95980-F1-model_v6.pdb	skipped
O95995	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95995.pdb	a2f3bc590d6c830ac3c068e476d56778	327158	https://alphafold.ebi.ac.uk/files/AF-O95995-F1-model_v6.pdb	skipped
O95983	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O95983.pdb	47472e4355d8b5dd621d9885f101fd37	192131	https://alphafold.ebi.ac.uk/files/AF-O95983-F1-model_v6.pdb	skipped
O96000	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O96000.pdb	1fa82e07ab33b3d10da8cccbe99c725c	123038	https://alphafold.ebi.ac.uk/files/AF-O96000-F1-model_v6.pdb	skipped
O96006	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O96006.pdb	f8d66d7a2cc39f64bc99d5bca075c97c	453518	https://alphafold.ebi.ac.uk/files/AF-O96006-F1-model_v6.pdb	skipped
O96004	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O96004.pdb	3f71105fa2b81d9ad4e69d52084cfd3b	140615	https://alphafold.ebi.ac.uk/files/AF-O96004-F1-model_v6.pdb	skipped
O96015	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O96015.pdb	0162ae9c8b08f75b454dbdf7e05f83cd	72575	https://alphafold.ebi.ac.uk/files/AF-O96015-F1-model_v6.pdb	skipped
O96019	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O96019.pdb	0cb524ef27d341799d184cbf033e9b5a	276047	https://alphafold.ebi.ac.uk/files/AF-O96019-F1-model_v6.pdb	skipped
P00325	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P00325.pdb	0349f906af74fa1a55c386f6a84278d9	232145	https://alphafold.ebi.ac.uk/files/AF-P00325-F1-model_v6.pdb	skipped
O96020	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/O96020.pdb	11eebb38775f1e55ea25e68fc2bce4e9	272888	https://alphafold.ebi.ac.uk/files/AF-O96020-F1-model_v6.pdb	skipped
P00326	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P00326.pdb	bb3ac631948a116e49e8760dbdb1113b	232226	https://alphafold.ebi.ac.uk/files/AF-P00326-F1-model_v6.pdb	skipped
P00338	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P00338.pdb	0b2a52ab21ed94bbfbf22ea5faea02b2	214730	https://alphafold.ebi.ac.uk/files/AF-P00338-F1-model_v6.pdb	skipped
P00492	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P00492.pdb	4cf58af4c80f735de01a31c21b91c643	145151	https://alphafold.ebi.ac.uk/files/AF-P00492-F1-model_v6.pdb	skipped
P00558	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P00558.pdb	a69420c3e3bf65c76f92e173aae01fd8	259766	https://alphafold.ebi.ac.uk/files/AF-P00558-F1-model_v6.pdb	skipped
P01100	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01100.pdb	459a5103df2444e45fc31d454496a989	237248	https://alphafold.ebi.ac.uk/files/AF-P01100-F1-model_v6.pdb	skipped
P01111	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01111.pdb	acd5a8f69df95193868bb353bb9ef703	125306	https://alphafold.ebi.ac.uk/files/AF-P01111-F1-model_v6.pdb	skipped
P01189	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01189.pdb	be1eb661250af8789a65e97930f93760	172691	https://alphafold.ebi.ac.uk/files/AF-P01189-F1-model_v6.pdb	skipped
P01375	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01375.pdb	ca673cca3cda7cb321ca2e22391e58ec	151793	https://alphafold.ebi.ac.uk/files/AF-P01375-F1-model_v6.pdb	skipped
P01563	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01563.pdb	19d5ac2ff0a0947920f04c61de467472	127574	https://alphafold.ebi.ac.uk/files/AF-P01563-F1-model_v6.pdb	skipped
P01569	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01569.pdb	bf20b0bc5ad1f1f788b8c8e1056ecabc	129275	https://alphafold.ebi.ac.uk/files/AF-P01569-F1-model_v6.pdb	skipped
P01889	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P01889.pdb	bcf8f05e7ea78a1485c142ed5bb425c6	237167	https://alphafold.ebi.ac.uk/files/AF-P01889-F1-model_v6.pdb	skipped
P02511	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02511.pdb	42e44568e97a2f2e04d21f2cc8dbea84	120851	https://alphafold.ebi.ac.uk/files/AF-P02511-F1-model_v6.pdb	skipped
P02008	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02008.pdb	f09f1ac5bcb037da233ea353902c77fb	94283	https://alphafold.ebi.ac.uk/files/AF-P02008-F1-model_v6.pdb	skipped
P02533	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02533.pdb	d18c23091529359afc6f1b2fc45e751a	299051	https://alphafold.ebi.ac.uk/files/AF-P02533-F1-model_v6.pdb	skipped
P02538	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02538.pdb	6c413043e9cafd791bc7ce3c7b084618	349190	https://alphafold.ebi.ac.uk/files/AF-P02538-F1-model_v6.pdb	skipped
P02545	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02545.pdb	c5d78e54aea72a9ccbcf300b9e9ed3e6	429218	https://alphafold.ebi.ac.uk/files/AF-P02545-F1-model_v6.pdb	skipped
P02671	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02671.pdb	e690dabe2c57ee32354e2bd0d9d33a80	550313	https://alphafold.ebi.ac.uk/files/AF-P02671-F1-model_v6.pdb	skipped
P02724	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02724.pdb	7d8e8c7846e7409a9acf764290a97d38	98414	https://alphafold.ebi.ac.uk/files/AF-P02724-F1-model_v6.pdb	skipped
P02792	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02792.pdb	f22d55cf57cb06074fa53c537f8d644d	119231	https://alphafold.ebi.ac.uk/files/AF-P02792-F1-model_v6.pdb	skipped
P04075	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04075.pdb	05addb5edc4ca21fc64a8e34c56823a8	230768	https://alphafold.ebi.ac.uk/files/AF-P04075-F1-model_v6.pdb	skipped
P04259	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04259.pdb	6b01ed782541006efb850e83be69d805	349271	https://alphafold.ebi.ac.uk/files/AF-P04259-F1-model_v6.pdb	skipped
P02794	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P02794.pdb	603779cbb822136120ce7323a9faf8d1	125954	https://alphafold.ebi.ac.uk/files/AF-P02794-F1-model_v6.pdb	skipped
P04264	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04264.pdb	21b458e8a5b432cce3082beec51c533f	384020	https://alphafold.ebi.ac.uk/files/AF-P04264-F1-model_v6.pdb	skipped
P04271	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04271.pdb	7a59850f97f76d33786ee0cd79f7c32a	65204	https://alphafold.ebi.ac.uk/files/AF-P04271-F1-model_v6.pdb	skipped
P04406	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04406.pdb	8d2b1c73067abc161a70aabe2ec7c0e0	211409	https://alphafold.ebi.ac.uk/files/AF-P04406-F1-model_v6.pdb	skipped
P04632	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04632.pdb	938def498550bbad6acd104c26ed1ab5	166697	https://alphafold.ebi.ac.uk/files/AF-P04632-F1-model_v6.pdb	skipped
P04844	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04844.pdb	c238dd5e890a6ec4f9e352c169b9f159	404270	https://alphafold.ebi.ac.uk/files/AF-P04844-F1-model_v6.pdb	skipped
P04899	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04899.pdb	e79a21ae988244ab685c92d730246862	236114	https://alphafold.ebi.ac.uk/files/AF-P04899-F1-model_v6.pdb	skipped
P04908	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P04908.pdb	858043201624ddb78d1d48006b8693d5	85373	https://alphafold.ebi.ac.uk/files/AF-P04908-F1-model_v6.pdb	skipped
P05013	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05013.pdb	f68fe1db608bd0885fde10323ce1bbd1	130652	https://alphafold.ebi.ac.uk/files/AF-P05013-F1-model_v6.pdb	skipped
P05091	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05091.pdb	e0a3540eaf3f3789ae17da753e83fafd	328859	https://alphafold.ebi.ac.uk/files/AF-P05091-F1-model_v6.pdb	skipped
P05165	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05165.pdb	2eec4036c9927b9833462abd35494e26	463400	https://alphafold.ebi.ac.uk/files/AF-P05165-F1-model_v6.pdb	skipped
P05412	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05412.pdb	3d3e66881520268b0f51d57a55218581	208655	https://alphafold.ebi.ac.uk/files/AF-P05412-F1-model_v6.pdb	skipped
P05166	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05166.pdb	e6aa3e2204888d67db740ec39877ebb3	338741	https://alphafold.ebi.ac.uk/files/AF-P05166-F1-model_v6.pdb	skipped
P05187	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05187.pdb	b043adcfe0ae030767ccc88d327daf93	337364	https://alphafold.ebi.ac.uk/files/AF-P05187-F1-model_v6.pdb	skipped
P05423	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05423.pdb	3c3936725a0e248c625a7df6d61e1b8c	258632	https://alphafold.ebi.ac.uk/files/AF-P05423-F1-model_v6.pdb	skipped
P05556	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05556.pdb	95c0fa255b2a7c1d2e0124d500777783	507383	https://alphafold.ebi.ac.uk/files/AF-P05556-F1-model_v6.pdb	skipped
P05787	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05787.pdb	830dad560fee6a5c6adafd3a8edc8281	311768	https://alphafold.ebi.ac.uk/files/AF-P05787-F1-model_v6.pdb	skipped
P05783	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05783.pdb	b603c6ff9dca70033ea61291216567ae	279854	https://alphafold.ebi.ac.uk/files/AF-P05783-F1-model_v6.pdb	skipped
P05813	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P05813.pdb	f5ef0f0236ec91e67f10c53e1bbcad39	148796	https://alphafold.ebi.ac.uk/files/AF-P05813-F1-model_v6.pdb	skipped
P06493	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06493.pdb	c831ea1d1e9fdec4d4a6304f99156857	200636	https://alphafold.ebi.ac.uk/files/AF-P06493-F1-model_v6.pdb	skipped
P06576	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06576.pdb	ee800f91af4264b3c8bf72d183daa9a8	329507	https://alphafold.ebi.ac.uk/files/AF-P06576-F1-model_v6.pdb	skipped
P06702	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06702.pdb	c9a91e546890600c7b51f1454ff79e4a	79784	https://alphafold.ebi.ac.uk/files/AF-P06702-F1-model_v6.pdb	skipped
P06730	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06730.pdb	6005d2eb1e0f820d52ceb0597108be12	148715	https://alphafold.ebi.ac.uk/files/AF-P06730-F1-model_v6.pdb	skipped
P06732	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06732.pdb	9a1e8bd17a791369b8d107ff4d6347ba	251990	https://alphafold.ebi.ac.uk/files/AF-P06732-F1-model_v6.pdb	skipped
P06733	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06733.pdb	afd748f1c5f52e50b1d2041fa7641e09	275156	https://alphafold.ebi.ac.uk/files/AF-P06733-F1-model_v6.pdb	skipped
P06746	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06746.pdb	3c9dd0d8e605ff76e85a081e29ef78f2	223640	https://alphafold.ebi.ac.uk/files/AF-P06746-F1-model_v6.pdb	skipped
P06748	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06748.pdb	f5e0273d0c988a08d867fd4190babf81	190511	https://alphafold.ebi.ac.uk/files/AF-P06748-F1-model_v6.pdb	skipped
P06753	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06753.pdb	5e30e1eb1356fe576ee3e67e08ad9bb8	192293	https://alphafold.ebi.ac.uk/files/AF-P06753-F1-model_v6.pdb	skipped
P06756	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P06756.pdb	6dae17c8aa6e2e7121418b3aadbacb15	672056	https://alphafold.ebi.ac.uk/files/AF-P06756-F1-model_v6.pdb	skipped
P07101	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07101.pdb	fc236da118ffde7044b36896620a4a4c	342548	https://alphafold.ebi.ac.uk/files/AF-P07101-F1-model_v6.pdb	skipped
P07195	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07195.pdb	63cf505ac86580cd5d07af3569f794fd	214163	https://alphafold.ebi.ac.uk/files/AF-P07195-F1-model_v6.pdb	skipped
P07197	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07197.pdb	74fbb21beb80da6d8a2fd97a00a65374	592433	https://alphafold.ebi.ac.uk/files/AF-P07197-F1-model_v6.pdb	skipped
P07196	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07196.pdb	adb86ac7e62f0ccd4b3b4942b847086b	356966	https://alphafold.ebi.ac.uk/files/AF-P07196-F1-model_v6.pdb	skipped
P07205	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07205.pdb	130c1198cacd0a39488bbf21f3c0a917	260819	https://alphafold.ebi.ac.uk/files/AF-P07205-F1-model_v6.pdb	skipped
P07237	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07237.pdb	acc0e144ce29c03dd621688ee0610c5b	333638	https://alphafold.ebi.ac.uk/files/AF-P07237-F1-model_v6.pdb	skipped
P07306	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07306.pdb	312c4edc1c79e4a080103653b962ea55	194885	https://alphafold.ebi.ac.uk/files/AF-P07306-F1-model_v6.pdb	skipped
P07384	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07384.pdb	dd9dd39ee863c494cfa9be1036efef22	476036	https://alphafold.ebi.ac.uk/files/AF-P07384-F1-model_v6.pdb	skipped
P07437	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07437.pdb	d09f3f31fa0a31eaec569858d2d8a02d	289088	https://alphafold.ebi.ac.uk/files/AF-P07437-F1-model_v6.pdb	skipped
P07814	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07814.pdb	e70bf7b25d75c417103a022247bf8e41	985607	https://alphafold.ebi.ac.uk/files/AF-P07814-F1-model_v6.pdb	skipped
P07900	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07900.pdb	2c8d459116a677a12da9ed0e1d4548d3	489887	https://alphafold.ebi.ac.uk/files/AF-P07900-F1-model_v6.pdb	skipped
P07910	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07910.pdb	5a750d3efcb7c1d928b703c7bb534b1e	197072	https://alphafold.ebi.ac.uk/files/AF-P07910-F1-model_v6.pdb	skipped
P07919	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07919.pdb	8a39d80781cfb86b0ca1551d1e634bca	65042	https://alphafold.ebi.ac.uk/files/AF-P07919-F1-model_v6.pdb	skipped
P07951	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07951.pdb	6d17f599d80e37e3972aaa1731b4dfbd	191483	https://alphafold.ebi.ac.uk/files/AF-P07951-F1-model_v6.pdb	skipped
P07996	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07996.pdb	5cc93cae13d348f8a4a06bfb29cc7472	743822	https://alphafold.ebi.ac.uk/files/AF-P07996-F1-model_v6.pdb	skipped
P07992	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P07992.pdb	f213a5abb89afd5fd00d47272699d60c	191483	https://alphafold.ebi.ac.uk/files/AF-P07992-F1-model_v6.pdb	skipped
P08034	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08034.pdb	03b60bae16f2c0f6cbb01d37f36ff80c	188162	https://alphafold.ebi.ac.uk/files/AF-P08034-F1-model_v6.pdb	skipped
P08195	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08195.pdb	0cf978743bae7a4d4b98d25f01fa033d	395846	https://alphafold.ebi.ac.uk/files/AF-P08195-F1-model_v6.pdb	skipped
P08237	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08237.pdb	4f6dacfa86eefa80809a604fb2adc840	492803	https://alphafold.ebi.ac.uk/files/AF-P08237-F1-model_v6.pdb	skipped
P08238	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08238.pdb	d28aeed2b7a79bc7c3d841b9fe916cf7	482192	https://alphafold.ebi.ac.uk/files/AF-P08238-F1-model_v6.pdb	skipped
P08240	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08240.pdb	813a8cb7d9984fad74c1140b45c272ca	404513	https://alphafold.ebi.ac.uk/files/AF-P08240-F1-model_v6.pdb	skipped
P08263	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08263.pdb	76afdb99b95e048dfaffb5dfbe01459c	151550	https://alphafold.ebi.ac.uk/files/AF-P08263-F1-model_v6.pdb	skipped
P08559	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08559.pdb	7b18de2aaae68aefc55b8f2f18ef5c69	251990	https://alphafold.ebi.ac.uk/files/AF-P08559-F1-model_v6.pdb	skipped
P08574	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08574.pdb	34ed41fb94fc801352afefe541583363	207359	https://alphafold.ebi.ac.uk/files/AF-P08574-F1-model_v6.pdb	skipped
P08579	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08579.pdb	e408d4f7b138ed59a3c65947b6228cda	150578	https://alphafold.ebi.ac.uk/files/AF-P08579-F1-model_v6.pdb	skipped
P08670	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08670.pdb	c6ede987910ba9570eaf1ddf4543797b	311768	https://alphafold.ebi.ac.uk/files/AF-P08670-F1-model_v6.pdb	skipped
P08727	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08727.pdb	28707202341e64696086c8f31910ca61	257417	https://alphafold.ebi.ac.uk/files/AF-P08727-F1-model_v6.pdb	skipped
P08729	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08729.pdb	0004c2ba6f579247f45e83e4381136de	299051	https://alphafold.ebi.ac.uk/files/AF-P08729-F1-model_v6.pdb	skipped
P08754	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08754.pdb	2a8356e8926bec8f6b621e90196f4466	236519	https://alphafold.ebi.ac.uk/files/AF-P08754-F1-model_v6.pdb	skipped
P08779	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08779.pdb	31bd3116907851b89c13b8056dc7d58e	297836	https://alphafold.ebi.ac.uk/files/AF-P08779-F1-model_v6.pdb	skipped
P08865	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P08865.pdb	bfce3d11e1491d76069d61844eb50c69	193508	https://alphafold.ebi.ac.uk/files/AF-P08865-F1-model_v6.pdb	skipped
P09001	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09001.pdb	313e09f280bd953fea58c8164b7a62a9	227042	https://alphafold.ebi.ac.uk/files/AF-P09001-F1-model_v6.pdb	skipped
P09012	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09012.pdb	b5ea17a1eea348b4341ddb8187864856	183545	https://alphafold.ebi.ac.uk/files/AF-P09012-F1-model_v6.pdb	skipped
P09104	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09104.pdb	9fcd65fcdbc8e2e99ed07bb1e8e70ba7	275804	https://alphafold.ebi.ac.uk/files/AF-P09104-F1-model_v6.pdb	skipped
P09105	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09105.pdb	14a11d2b19da480d43736a16ea2698be	93554	https://alphafold.ebi.ac.uk/files/AF-P09105-F1-model_v6.pdb	skipped
P09210	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09210.pdb	5ebc66919f0727894dd29eec2fdf3abd	151793	https://alphafold.ebi.ac.uk/files/AF-P09210-F1-model_v6.pdb	skipped
P09467	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09467.pdb	5316273dbb7759a5bab1fcff572cb46d	215216	https://alphafold.ebi.ac.uk/files/AF-P09467-F1-model_v6.pdb	skipped
P09493	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09493.pdb	e667ad77ed99d827d20921ff703afd96	191078	https://alphafold.ebi.ac.uk/files/AF-P09493-F1-model_v6.pdb	skipped
P09497	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09497.pdb	c8c77075f0ae16ef2a9dfa5cbd76c862	148877	https://alphafold.ebi.ac.uk/files/AF-P09497-F1-model_v6.pdb	skipped
P09496	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09496.pdb	94ee906c04574e52eca12b1c37aaf11f	159974	https://alphafold.ebi.ac.uk/files/AF-P09496-F1-model_v6.pdb	skipped
P09661	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09661.pdb	09fdf515c25e174db209e27f1c4844c6	167345	https://alphafold.ebi.ac.uk/files/AF-P09661-F1-model_v6.pdb	skipped
P09884	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09884.pdb	86c36e37e5e96c11eaa7fab3a1dbfd7e	957257	https://alphafold.ebi.ac.uk/files/AF-P09884-F1-model_v6.pdb	skipped
P0C0S8	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P0C0S8.pdb	c1cd4bb48e627f6b8a56ab030ff7be46	85130	https://alphafold.ebi.ac.uk/files/AF-P0C0S8-F1-model_v6.pdb	skipped
P09972	/Users/suhaan/Documents/Coding/NovelRP/data/raw/alphafold_monomers/pdb/P09972.pdb	e3b85b065f9aef44220b0c1e1ac01d91	231092	https://alphafold.ebi.ac.uk/files/AF-P09972-F1-model_v6.pdb	skipped
